,date,fipscode,county,state,effective_concentration_rolling_average,MEAN_of_inpatient_beds_used_covid_7_day_avg,MEAN_of_total_beds_7_day_avg,Perc_used_covid_over_pop,MEAN_of_pop_2019,mean_household_income_2019,poverty_2019
2739,2022-03-25,27037,Dakota County,MN,106.05970305927832,2.95,,0.0006999594,421453.0,106727,6.0
2741,2022-03-25,49011,Davis County,UT,86.48894936999899,1.76666666666666,114.333333333333,0.0005109414,345767.0,99935,5.4
2744,2022-03-25,18057,Hamilton County,IN,85.10063282050744,4.4,98.78,0.0013617358,323117.0,131790,4.6
2751,2022-03-25,42091,Montgomery County,PA,85.76381757577174,6.1,237.0,0.0007404503,823823.0,125928,5.9
2760,2022-03-25,33013,Merrimack County,NH,117.34135127962456,0.0,31.0,,149917.0,94698,6.5
2775,2022-04-01,27037,Dakota County,MN,132.666797961383,2.8,,0.0006643683,421453.0,106727,6.0
2782,2022-04-01,51107,Loudoun County,VA,95.2411276529566,6.1,145.0,0.0015437801,395134.0,167684,3.4
2801,2022-04-01,49011,Davis County,UT,217.1141117036058,0.0,114.333333333333,,345767.0,99935,5.4
2806,2022-04-01,51013,Arlington County,VA,122.88201689112616,10.1,,0.0043261488,233464.0,154331,6.8
2808,2022-04-01,18057,Hamilton County,IN,152.92866867111968,,99.76,,323117.0,131790,4.6
2810,2022-04-01,33013,Merrimack County,NH,315.8634296372235,0.0,,,149917.0,94698,6.5
2828,2022-04-01,51179,Stafford County,VA,77.69051186249418,,,,146773.0,127009,4.4
2857,2022-04-01,42091,Montgomery County,PA,169.24720243289136,5.1,236.433333333333,0.000619065,823823.0,125928,5.9
2861,2022-04-01,20091,Johnson County,KS,180.7823137704552,0.728571428571428,199.333333333333,0.0001231723,591506.0,118415,5.4
2862,2022-04-01,42029,Chester County,PA,315.7985307612616,7.45,253.0,0.0014339056,519560.0,135669,6.4
2874,2022-04-08,36059,Nassau County,NY,797.8701355410712,12.0833333333333,438.975,0.0008907669,1356509.0,152785,5.6
2897,2022-04-08,51107,Loudoun County,VA,148.52967231205983,7.3,145.0,0.0018474745,395134.0,167684,3.4
2903,2022-04-08,51179,Stafford County,VA,149.42042679564756,,,,146773.0,127009,4.4
2916,2022-04-08,18057,Hamilton County,IN,283.5503313080493,,101.06,,323117.0,131790,4.6
2917,2022-04-08,33013,Merrimack County,NH,256.9528265043393,0.0,,,149917.0,94698,6.5
